,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
5509,Wowkwis aq Ka'qaquj,FAMILY,5.0,0.001,49.0,10.0,Free,0.0,Everyone,Education;Education,"February 16, 2018",1.0,4.0.3 and up
5517,Iron Blade,GAME,4.4,161.637,82.0,10000000.0,Free,0.0,Mature 17+,Action,"July 18, 2018",1.7.0m,4.0.3 and up
5518,QR Droid,PRODUCTIVITY,4.1,349.151,,50000000.0,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device
5519,QR BARCODE SCANNER,TOOLS,3.8,169.369,,10000000.0,Free,0.0,Everyone,Tools,"September 5, 2016",Varies with device,Varies with device
5520,Dungeon Boss – Strategy RPG,FAMILY,4.4,218.881,37.0,5000000.0,Free,0.0,Everyone 10+,Role Playing,"March 28, 2018",0.5.10011,4.0.3 and up
5521,Questland: Turn Based RPG,FAMILY,4.6,31.134,48.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"August 2, 2018",1.10.6,4.1 and up
5522,Order & Chaos 2: 3D MMO RPG,FAMILY,4.1,242.722,54.0,10000000.0,Free,0.0,Teen,Role Playing,"July 9, 2018",3.1.2b,4.0.3 and up
5523,Dungeon Quest,FAMILY,4.5,244.039,46.0,5000000.0,Free,0.0,Everyone 10+,Role Playing,"June 4, 2018",3.0.5.2,4.0 and up
5524,Dungeon Hunter 5 – Action RPG,FAMILY,4.2,720.685,51.0,10000000.0,Free,0.0,Teen,Role Playing,"June 21, 2018",3.6.1a,4.0.3 and up
5525,"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,4.7,84.389,48.0,1000000.0,Free,0.0,Everyone,Role Playing,"August 5, 2018",1.375,4.0.3 and up
5526,Evil Apples: A Dirty Card Game,GAME,4.3,137.696,55.0,5000000.0,Free,0.0,Mature 17+,Word,"July 19, 2018",2.3.3,4.2 and up
5527,Megatramp - a Story of Success!,FAMILY,4.3,322.976,,5000000.0,Free,0.0,Teen,Simulation,"June 13, 2018",Varies with device,4.2 and up
5528,Knightfall™ AR,FAMILY,4.2,0.254,25.0,10000.0,Free,0.0,Teen,Strategy,"March 17, 2018",1.0,7.0 and up
5529,Ghost Snap AR Horror Survival,GAME,3.8,0.898,33.0,100000.0,Free,0.0,Teen,Adventure,"December 21, 2016",1.2.3.1,2.3 and up
5530,The Walking Dead: Our World,GAME,4.0,22.435,100.0,1000000.0,Free,0.0,Teen,Action,"August 1, 2018",1.1.0.3,5.0 and up
5533,Sketchfab,FAMILY,4.3,0.906,9.2,50000.0,Free,0.0,Mature 17+,Entertainment,"March 9, 2018",0.46.0,4.4 and up
5534,Ingress,GAME,4.3,391.325,43.0,10000000.0,Free,0.0,Everyone,Adventure,"June 20, 2018",1.131.2,4.0 and up
5535,My Tamagotchi Forever,FAMILY,4.3,28.735,91.0,1000000.0,Free,0.0,Everyone,Casual,"August 1, 2018",1.12.0.1654,4.2 and up
5536,"Egg, Inc.",FAMILY,4.7,580.16,29.0,5000000.0,Free,0.0,Everyone,Simulation,"June 13, 2018",1.7.5,4.0.3 and up
5538,Flat Pack,GAME,4.4,0.862,44.0,100000.0,Free,0.0,Everyone 10+,Action,"March 16, 2018",1.0.4,7.0 and up
5539,Crayola Color Blaster,GAME,3.8,0.017,30.0,1000.0,Free,0.0,Everyone,Arcade,"March 13, 2018",1.5,7.0 and up
5540,Guns of Boom - Online Shooter,GAME,4.6,1226.514,99.0,10000000.0,Free,0.0,Teen,Action,"July 20, 2018",4.4.4,4.1 and up
5541,Guns Royale - Multiplayer Blocky Battle Royale,GAME,4.6,19.07,90.0,100000.0,Free,0.0,Everyone 10+,Action,"August 4, 2018",1.0,Varies with device
5546,Stack It AR,GAME,3.8,1.363,26.0,100000.0,Free,0.0,Everyone,Arcade,"June 29, 2018",1.1.4,4.0 and up
5547,"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1.602,5.0,100000.0,Free,0.0,Everyone,Tools,"August 3, 2018",1.1.7,7.0 and up
5549,Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,0.128,20.0,10000.0,Free,0.0,Everyone,Entertainment,"March 8, 2018",1.2.2.122,7.0 and up
5550,AR Remote Car,FAMILY,3.2,1.354,30.0,100000.0,Free,0.0,Everyone,Simulation,"August 12, 2017",2.14,4.0 and up
5551,Solar System AR ( ARCore ),FAMILY,4.0,0.211,37.0,10000.0,Free,0.0,Everyone,Entertainment,"July 23, 2018",0.8.6,7.0 and up
5552,Super AR,FAMILY,3.8,0.41,28.0,10000.0,Free,0.0,Teen,Entertainment,"December 18, 2017",2.1,4.0 and up
5553,Spacecraft AR,FAMILY,4.4,0.083,85.0,10000.0,Free,0.0,Everyone,Education,"June 28, 2018",1.2,7.0 and up
5554,Assemblr - Create 3D Models (Sandbox AR),FAMILY,3.8,1.745,,1000000.0,Free,0.0,Everyone,Simulation,"July 17, 2018",2.25,5.0 and up
5555,MCRAFT AR - EDITOR,FAMILY,3.4,0.131,22.0,5000.0,Free,0.0,Everyone,Simulation,"June 24, 2018",1.0,4.1 and up
5556,Jenga® AR,FAMILY,2.9,0.053,82.0,10000.0,Free,0.0,Everyone,Puzzle,"March 17, 2018",1.0.1,7.0 and up
5557,Nightenfell: Shared AR,GAME,4.5,0.02,65.0,1000.0,Paid,0.99,Everyone 10+,Action,"March 27, 2018",1.0.0,7.0 and up
5559,Arcraft - AR Sandbox,GAME,3.8,0.469,80.0,10000.0,Free,0.0,Everyone,Adventure,"May 19, 2017",1.4,4.0 and up
5562,Figment AR,FAMILY,3.7,0.022,90.0,5000.0,Free,0.0,Everyone,Entertainment,"July 10, 2018",1.0,7.0 and up
5563,AR Tank Battle,GAME,3.6,0.153,67.0,10000.0,Free,0.0,Everyone,Action,"December 31, 2016",1.3,4.0 and up
5565,Paint Space AR,FAMILY,3.0,0.017,32.0,1000.0,Free,0.0,Everyone,Entertainment,"March 7, 2018",1.1,7.0 and up
5566,"Just a Line - Draw Anywhere, with AR",FAMILY,4.1,1.152,2.7,100000.0,Free,0.0,Everyone,Entertainment,"May 30, 2018",2.0.0,7.0 and up
5567,AR Toybox - Augmented Reality Demos,FAMILY,3.8,0.02,36.0,1000.0,Free,0.0,Everyone,Simulation,"August 17, 2017",1.0.2,4.1 and up
5568,"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,4.2,0.029,35.0,5000.0,Free,0.0,Everyone,Productivity,"July 26, 2018",1.23,7.0 and up
5569,【Miku AR Camera】Mikuture,FAMILY,4.4,36.268,41.0,1000000.0,Free,0.0,Teen,Entertainment,"April 25, 2017",3.0.15,4.2 and up
5570,AR Toys: Playground Sandbox | Remote Car,FAMILY,4.5,0.153,,10000.0,Free,0.0,Everyone,Simulation,"August 3, 2018",0.8,7.0 and up
5571,Summer Camp Island AR,FAMILY,3.6,0.74,71.0,50000.0,Free,0.0,Everyone,Simulation,"July 5, 2018",1.0.2,4.4 and up
5572,AR Sport Cars,FAMILY,3.6,0.284,70.0,10000.0,Free,0.0,Everyone,Simulation,"June 10, 2017",1.0,4.1 and up
5576,SleepCloud Backup for Sleep as Android,LIFESTYLE,4.2,2.563,,100000.0,Free,0.0,Everyone,Lifestyle,"June 26, 2018",Varies with device,Varies with device
5578,Sleep as Android Unlock,LIFESTYLE,4.5,23.966,0.872,1000000.0,Paid,5.99,Everyone,Lifestyle,"June 27, 2018",20180608,4.0 and up
5581,"Sleep as Android: Sleep cycle tracker, smart alarm",LIFESTYLE,4.3,246.201,,10000000.0,Free,0.0,Everyone,Lifestyle,"July 23, 2018",Varies with device,Varies with device
5582,Sonic the Hedgehog™ Classic,GAME,4.4,125.652,56.0,10000000.0,Free,0.0,Everyone,Action,"June 18, 2018",3.3.0,4.2 and up
5583,The Aether: Life as a God,FAMILY,4.1,1.407,3.4,100000.0,Free,0.0,Everyone 10+,Role Playing,"March 12, 2018",1.0.5,4.0 and up
5584,CAPTCHA Pack for Sleep as Android,LIFESTYLE,4.0,0.448,3.1,50000.0,Free,0.0,Everyone,Lifestyle,"June 8, 2018",1.3,2.3 and up
5585,Pacific Navy Fighter C.E. (AS),GAME,4.3,11.379,20.0,500000.0,Free,0.0,Everyone 10+,Arcade,"July 29, 2018",1.4,4.0.3 and up
5587,Sleep as Microsoft Band Add-On,LIFESTYLE,3.5,0.028,0.121,1000.0,Free,0.0,Everyone,Lifestyle,"January 23, 2016",1.0.0.8,4.2 and up
5589,Ninja Turtles: Legends,FAMILY,4.3,344.283,95.0,10000000.0,Free,0.0,Teen,Role Playing,"December 18, 2017",1.11.39,4.1 and up
5590,Timely Alarm Clock,LIFESTYLE,4.3,258.717,9.4,10000000.0,Free,0.0,Everyone,Lifestyle,"September 25, 2017",1.3.1,4.0.3 and up
5591,PDF Viewer & Book Reader,PRODUCTIVITY,4.1,40.437,,5000000.0,Free,0.0,Everyone,Productivity,"February 6, 2018",Varies with device,Varies with device
5592,My OldBoy! Free - GBC Emulator,GAME,4.2,51.787,,5000000.0,Free,0.0,Everyone,Arcade,"January 12, 2018",Varies with device,Varies with device
5593,My Boy! Free - GBA Emulator,GAME,4.3,531.074,2.5,10000000.0,Free,0.0,Everyone,Arcade,"January 9, 2018",Varies with device,Varies with device
5598,Maleficent Free Fall,FAMILY,4.4,450.013,37.0,10000000.0,Free,0.0,Everyone,Puzzle,"July 11, 2018",5.9.0,4.2 and up
5599,Star Wars™: Force Arena,FAMILY,4.4,228.13,70.0,5000000.0,Free,0.0,Everyone 10+,Strategy,"July 19, 2018",3.1.4,4.1 and up
5602,Alarm Clock Plus★,LIFESTYLE,4.4,155.693,,5000000.0,Free,0.0,Everyone,Lifestyle,"September 30, 2014",Varies with device,Varies with device
5603,Image 2 Wallpaper,TOOLS,4.3,81.668,,5000000.0,Free,0.0,Everyone,Tools,"December 26, 2016",Varies with device,Varies with device
5604,PS4 Second Screen,FAMILY,2.4,11.773,3.3,1000000.0,Free,0.0,Everyone,Entertainment,"June 13, 2018",18.6.2,4.1 and up
5605,Alarm Clock: Stopwatch & Timer,PRODUCTIVITY,4.5,870.928,16.0,50000000.0,Free,0.0,Everyone,Productivity,"June 8, 2018",5.9.6,4.1 and up
5607,SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407.788,19.0,5000000.0,Free,0.0,Everyone,Action,"July 18, 2013",3.4.0,2.1 and up
5608,Seen,FAMILY,4.5,118.285,22.0,1000000.0,Free,0.0,Teen,Simulation,"May 24, 2018",1.2.1,4.1 and up
5614,AT&T THANKS®,FAMILY,3.4,2.445,34.0,500000.0,Free,0.0,Everyone,Entertainment,"July 11, 2018",1.4.0,5.0 and up
5615,Galaxy at War Online,FAMILY,3.9,65.119,46.0,1000000.0,Free,0.0,Everyone 10+,Strategy,"May 22, 2018",2.1.0,3.0 and up
5616,Kingdoms at War: Hardcore PVP,FAMILY,4.3,34.898,92.0,1000000.0,Free,0.0,Teen,Strategy,"June 28, 2018",4.05,4.0.3 and up
5617,Five Nights at Freddy's 4 Demo,GAME,4.4,889.425,45.0,10000000.0,Free,0.0,Teen,Action,"July 26, 2015",1.1,2.3 and up
5618,Five Nights at Freddy's 3 Demo,GAME,4.5,1041.836,50.0,10000000.0,Free,0.0,Teen,Action,"April 2, 2015",1.07,2.3 and up
5619,Fandom: Five Nights at Freddys,FAMILY,4.4,17.945,9.5,1000000.0,Free,0.0,Mature 17+,Entertainment,"June 6, 2018",2.9.8,4.4 and up
5621,Nights at Cube Pizzeria 3D – 2,GAME,4.0,47.151,36.0,5000000.0,Free,0.0,Everyone 10+,Action,"December 26, 2017",2.4.0,4.3 and up
5622,World at War: WW2 Strategy MMO,FAMILY,4.3,107.765,78.0,5000000.0,Free,0.0,Everyone 10+,Strategy,"May 25, 2018",3.1.9,4.1 and up
5624,Five Tries At Love Dating Sim,FAMILY,4.2,37.165,22.0,1000000.0,Free,0.0,Teen,Simulation,"February 14, 2018",5.1.0,2.3 and up
5625,Rivals at War: 2084,FAMILY,4.0,174.127,48.0,5000000.0,Free,0.0,Teen,Simulation,"October 3, 2016",1.3,3.0 and up
5627,Five Nights at Freddy's 2,FAMILY,4.6,73.919,40.0,500000.0,Paid,2.99,Teen,Strategy,"November 15, 2014",1.07,2.3 and up
5628,Coloring Book at Five Nights,FAMILY,4.0,0.532,6.5,100000.0,Free,0.0,Everyone,Educational,"June 6, 2017",1.6,2.3 and up
5629,Rivals at War: Firefight,GAME,4.4,344.819,51.0,5000000.0,Free,0.0,Teen,Action,"October 18, 2016",1.4,3.0 and up
5630,Five nights at Minecraft,FAMILY,3.5,9.335,12.0,1000000.0,Free,0.0,Everyone,Entertainment,"November 26, 2017",1.2,4.0.3 and up
5631,Five Nights at Freddy's,GAME,4.6,100.805,50.0,1000000.0,Paid,2.99,Teen,Action,"December 2, 2014",1.85,2.3 and up
5632,Nights at Cube Pizzeria 3D – 3,FAMILY,4.0,15.875,40.0,1000000.0,Free,0.0,Teen,Simulation,"March 3, 2017",1.5,4.2 and up
5633,7 Nights at Pixel Pizzeria - 2,GAME,4.0,23.168,54.0,1000000.0,Free,0.0,Teen,Adventure,"July 9, 2018",1.3.0,4.4 and up
5634,Nights at Slender Pizzeria 3D,GAME,4.1,2.628,45.0,100000.0,Free,0.0,Teen,Adventure,"May 22, 2017",1.1,4.2 and up
5635,DIRECTV,FAMILY,4.1,235.486,63.0,10000000.0,Free,0.0,Teen,Entertainment,"June 1, 2018",5.9.006,4.1 and up
5636,One Night at Golden Freddy's,GAME,3.3,2.717,4.0,100000.0,Free,0.0,Teen,Action,"December 7, 2017",0.1,2.3 and up
5637,DIRECTV for Tablets,FAMILY,3.9,24.123,69.0,1000000.0,Free,0.0,Teen,Entertainment,"June 1, 2018",5.9.006,4.1 and up
5638,Nights at Cube Pizzeria 3D – 4,GAME,4.1,7.728,39.0,500000.0,Free,0.0,Teen,Adventure,"July 17, 2018",1.5.0,4.4 and up
5639,Five Nights at Neighbor House,GAME,4.2,2.18,55.0,100000.0,Free,0.0,Everyone 10+,Action,"January 26, 2018",1.1.0,4.2 and up
5640,Asylum Night Shift - Five Nights Survival,GAME,4.0,59.223,46.0,5000000.0,Free,0.0,Teen,Action,"June 26, 2018",1.6.5,4.1 and up
5641,Five Nights at Freddy's: SL,GAME,4.5,16.162,99.0,100000.0,Paid,2.99,Teen,Action,"April 6, 2017",1.2,2.3 and up
5642,Two Nights at jumpscare,GAME,3.8,0.596,91.0,100000.0,Free,0.0,Teen,Adventure,"August 17, 2017",1.0,4.1 and up
5643,Five Nights at Pizzeria,GAME,3.5,1.976,21.0,100000.0,Free,0.0,Teen,Action,"March 3, 2018",1.6,4.1 and up
5644,Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6.698,46.0,500000.0,Free,0.0,Everyone 10+,Action,"May 14, 2016",1.0.1,2.3 and up
5645,Five Nights at Freddy's 4,GAME,4.6,21.266,45.0,100000.0,Paid,2.99,Teen,Action,"July 26, 2015",1.1,2.3 and up
5646,Five Nights at Flappy's,GAME,4.7,4.041,24.0,10000.0,Free,0.0,Everyone,Arcade,"June 27, 2017",1.5.14,2.3.3 and up
5647,5 Nights at Cube Pizzeria City,GAME,3.8,2.691,52.0,100000.0,Free,0.0,Teen,Adventure,"February 22, 2017",1.2,4.2 and up
5648,Five Nights at Freddy's 3,GAME,4.7,27.856,50.0,100000.0,Paid,2.99,Teen,Action,"April 2, 2015",1.07,2.3 and up
5650,au,FAMILY,3.2,9.126,5.8,1000000.0,Free,0.0,Everyone,Strategy,"June 8, 2016",1.0.9,4.0 and up
5652,Au Mobile: Audition Chính Hiệu,GAME,3.9,85.278,23.0,1000000.0,Free,0.0,Mature 17+,Music,"July 17, 2018",1.8.0716,4.0.3 and up
5653,AU Mobile Indonesia,GAME,3.6,16.521,23.0,1000000.0,Free,0.0,Everyone,Music,"May 9, 2018",1.8.0502,2.3 and up
5655,Au Pair Legend,LIFESTYLE,4.4,0.028,8.8,1000.0,Free,0.0,Everyone,Lifestyle,"July 19, 2018",3.5,5.0 and up
5656,Super Dancer,GAME,4.1,91.667,27.0,1000000.0,Free,0.0,Everyone,Arcade,"July 24, 2018",3.3,2.3 and up
5657,AU Results - AU COE Corner,FAMILY,4.0,0.664,2.1,100000.0,Free,0.0,Everyone,Education,"December 14, 2017",2.2.5,4.1 and up
5658,"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,0.212,12.0,50000.0,Free,0.0,Everyone,Lifestyle,"September 26, 2017",2.1.4,4.1 and up
5661,AU Spark,FAMILY,3.7,0.681,8.2,10000.0,Free,0.0,Everyone,Education,"August 1, 2018",5.06,4.4 and up
5663,Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,0.623,8.5,100000.0,Free,0.0,Everyone,Education,"March 26, 2018",3.5,4.1 and up
5665,Au-allstar for KR,GAME,3.6,2.433,47.0,100000.0,Free,0.0,Everyone,Music,"June 15, 2018",1.6.4,4.3 and up
5666,STUCOR - AU,FAMILY,4.5,1.827,12.0,100000.0,Free,0.0,Everyone,Education,"June 5, 2018",1.3,4.1 and up
5667,loans.com.au Smart Money,FINANCE,3.5,0.03,17.0,1000.0,Free,0.0,Everyone,Finance,"May 27, 2018",1.4.0,4.1 and up
5668,AU Students Zone (Result 2016),FAMILY,4.0,0.097,3.9,10000.0,Free,0.0,Everyone,Education,"July 1, 2016",1.1,4.0 and up
5670,AU Results 2017 Auzone,FAMILY,3.8,0.762,4.1,100000.0,Free,0.0,Everyone,Education,"February 1, 2017",2.0,4.0 and up
5674,Powershop AU,TOOLS,4.0,0.498,11.0,10000.0,Free,0.0,Everyone,Tools,"July 12, 2018",1.35.1,4.0.3 and up
5678,Dance On Mobile,FAMILY,4.1,23.609,31.0,1000000.0,Free,0.0,Teen,Casual,"April 13, 2018",1.26,4.0 and up
5679,Super Dancer VN,GAME,4.0,24.312,25.0,500000.0,Free,0.0,Everyone,Music,"July 22, 2018",3.3,4.0.3 and up
5681,Neuvaine au Saint-Esprit,LIFESTYLE,4.7,0.057,5.8,10000.0,Free,0.0,Everyone,Lifestyle,"September 18, 2017",1.1,4.0 and up
5689,Love Dance,GAME,4.0,29.462,44.0,1000000.0,Free,0.0,Teen,Music,"June 14, 2018",1.1.7,4.0 and up
5691,Avatar Musik,GAME,3.8,159.063,85.0,1000000.0,Free,0.0,Everyone,Music,"February 9, 2018",0.8.0,4.0 and up
5695,AVG AntiVirus 2018 for Android Security,TOOLS,4.5,6207.063,,100000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device
5696,AV Tools,TOOLS,4.4,0.631,,100000.0,Free,0.0,Everyone,Tools,"September 22, 2016",Varies with device,Varies with device
5697,Total AV,PRODUCTIVITY,3.4,0.617,46.0,100000.0,Free,0.0,Everyone,Productivity,"April 17, 2018",1.5.3,4.1 and up
5699,AV Buddy Free,FAMILY,4.1,0.025,47.0,5000.0,Free,0.0,Everyone,Education,"March 8, 2017",1.2,4.1 and up
5700,AV HD Video Player,FAMILY,3.8,0.006,23.0,1000.0,Free,0.0,Everyone,Entertainment,"January 19, 2018",1.0,4.4 and up
5701,AV Tools Pro,TOOLS,4.3,0.035,,1000.0,Paid,2.49,Everyone,Tools,"September 22, 2016",Varies with device,Varies with device
5702,Avakin Life - 3D virtual world,FAMILY,4.4,1275.373,91.0,10000000.0,Free,0.0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up
5708,Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,0.701,7.3,100000.0,Free,0.0,Everyone,Tools,"July 31, 2018",Cow V3.15,4.3 and up
5709,LG AV REMOTE,TOOLS,3.4,2.42,1.8,1000000.0,Free,0.0,Everyone,Tools,"June 3, 2016",1.1.8,2.3.3 and up
5710,App Seguridad AV Villas,FINANCE,2.3,0.251,5.7,50000.0,Free,0.0,Everyone,Finance,"October 12, 2017",1.0.5,4.0 and up
5711,Gogo Vision (Biz Av),FAMILY,3.3,0.011,7.3,1000.0,Free,0.0,Teen,Entertainment,"August 23, 2017",3.4.0,4.1 and up
5714,Norton Security and Antivirus,TOOLS,4.6,1170.641,26.0,10000000.0,Free,0.0,Everyone,Tools,"July 26, 2018",4.2.1.4174,4.1 and up
5715,AV Pro Voice Changer,FAMILY,3.5,0.174,5.6,50000.0,Free,0.0,Everyone,Entertainment,"June 29, 2016",1.0.3,4.0 and up
5716,Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,0.15,7.3,50000.0,Free,0.0,Everyone,Tools,"June 1, 2018",Cow V3.11,4.1 and up
5717,AV Phonetics,FAMILY,4.3,0.259,49.0,10000.0,Free,0.0,Everyone,Education,"February 22, 2017",1.3.2,4.0 and up
5718,AV MAX,LIFESTYLE,4.1,0.009,8.7,1000.0,Free,0.0,Everyone,Lifestyle,"July 18, 2018",7.2.2,4.1 and up
5719,Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598.579,49.0,50000000.0,Free,0.0,Everyone,Tools,"July 24, 2018",11.17.4.1024,4.1 and up
5720,"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,574.719,20.0,10000000.0,Free,0.0,Everyone,Productivity,"July 16, 2018",5.0.0.1442,4.1 and up
5721,MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,0.25,7.3,50000.0,Free,0.0,Everyone,Lifestyle,"July 31, 2018",Cow V3.15,4.3 and up
5724,Samsung TV AV Guide 2016,TOOLS,4.2,0.027,3.4,5000.0,Free,0.0,Everyone,Tools,"May 17, 2016",1.1.6,4.0.3 and up
5725,Professional AV Solution & Products information,PRODUCTIVITY,4.5,0.024,22.0,1000.0,Free,0.0,Everyone,Productivity,"July 12, 2017",2.0.1,4.2 and up
5726,AV High School District,FAMILY,3.5,0.091,25.0,10000.0,Free,0.0,Everyone,Education,"April 5, 2018",5.2.002,4.1 and up
5727,Bitdefender Antivirus Free,TOOLS,4.5,78.629,6.3,1000000.0,Free,0.0,Everyone,Tools,"July 20, 2018",3.4.406,4.0.3 and up
5729,Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,0.082,8.7,5000.0,Free,0.0,Everyone,Lifestyle,"July 26, 2015",2.1,2.3.3 and up
5731,"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,648.38,24.0,10000000.0,Free,0.0,Everyone,Tools,"August 1, 2018",4.6.4,4.1 and up
5733,Aw Restaurant,FAMILY,4.8,0.004,43.0,100.0,Free,0.0,Everyone,Casual,"February 6, 2018",1.0,4.0 and up
5740,Analog Clock AW Plus-7,TOOLS,4.2,0.725,3.0,100000.0,Free,0.0,Everyone,Tools,"March 14, 2018",2.0,4.3 and up
5741,Analog Clock AW-7,TOOLS,4.3,2.158,3.0,100000.0,Free,0.0,Everyone,Tools,"March 7, 2018",2.0,4.3 and up
5743,Armored Warfare: Assault,GAME,4.0,7.718,46.0,100000.0,Free,0.0,Everyone,Action,"August 2, 2018",1.0-a22936.127,5.0 and up
5744,Watch AW-7,TOOLS,4.2,0.249,3.0,50000.0,Free,0.0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up
5746,Auction Wars : Storage King,GAME,4.1,29.062,63.0,1000000.0,Free,0.0,Everyone,Casino,"September 15, 2017",2.10,2.3 and up
5747,AW Training,FAMILY,4.6,0.011,17.0,1000.0,Free,0.0,Everyone,Education,"July 5, 2018",3.3.2,4.0.3 and up
5748,Digital Clock AW-7,TOOLS,4.1,0.484,2.9,100000.0,Free,0.0,Everyone,Tools,"March 6, 2018",2.0,4.3 and up
5749,Analog and Digital Clock AW-7,TOOLS,4.0,0.202,2.9,50000.0,Free,0.0,Everyone,Tools,"March 15, 2018",2.0,4.3 and up
5751,Analog Clock AW-7 PRO,TOOLS,3.3,0.04,2.7,1000.0,Paid,1.99,Everyone,Tools,"March 7, 2018",2.0,4.3 and up
5755,AW Browser with Chrome Custom Tabs,TOOLS,4.0,0.009,4.7,500.0,Free,0.0,Everyone,Tools,"May 17, 2018",2.7,6.0 and up
5758,Roman Clock AW-7,TOOLS,4.4,0.052,3.0,5000.0,Free,0.0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up
5759,Square Analog Clock AW-7,TOOLS,4.2,0.294,3.0,50000.0,Free,0.0,Everyone,Tools,"March 10, 2018",2.0,4.3 and up
5760,iSniper 3D Arctic Warfare,GAME,3.8,35.572,,1000000.0,Free,0.0,Teen,Arcade,"September 4, 2013",Varies with device,Varies with device
5764,Modern Action Commando 3D,GAME,4.2,0.492,63.0,100000.0,Free,0.0,Teen,Action,"April 6, 2017",1.0,4.0.3 and up
5766,Call of Duty®: Heroes,GAME,4.4,1604.146,57.0,10000000.0,Free,0.0,Teen,Action,"June 27, 2018",4.8.0,4.1 and up
5769,Advanced Warfare Guns,FAMILY,2.9,2.079,5.6,100000.0,Free,0.0,Everyone,Entertainment,"June 6, 2015",1.2.2,3.0 and up
5773,Bits Watch Face,PRODUCTIVITY,4.0,6.205,,100000.0,Free,0.0,Everyone,Productivity,"February 5, 2018",Varies with device,Varies with device
5777,F05WatchFace for Android Wear,PRODUCTIVITY,3.9,0.127,5.9,1000.0,Paid,0.99,Everyone,Productivity,"December 24, 2017",7.0.1,4.3 and up
5780,Anime Expo 2018,FAMILY,4.7,0.054,44.0,10000.0,Free,0.0,Everyone,Entertainment,"June 8, 2018",2.1,5.0 and up
5781,Adventure Xpress,FAMILY,4.2,24.775,30.0,100000.0,Free,0.0,Everyone 10+,Puzzle,"October 12, 2015",1.2.1,2.3.3 and up
5782,AXE.IO - Brutal Survival Battleground,GAME,4.2,3.845,76.0,500000.0,Free,0.0,Everyone 10+,Arcade,"August 3, 2018",1.6.1,4.1 and up
5785,Armani Exchange Connected,LIFESTYLE,4.1,0.305,44.0,10000.0,Free,0.0,Everyone,Lifestyle,"July 4, 2017",1.5.0,4.4 and up
5786,Axe Champ,GAME,3.8,0.141,19.0,10000.0,Free,0.0,Everyone,Arcade,"May 26, 2018",1.0.6,4.1 and up
5787,AX Battery Saver,FINANCE,4.6,4.546,3.0,100000.0,Free,0.0,Everyone,Finance,"February 8, 2018",1.2.3,4.0 and up
5789,Axe Champion,GAME,4.4,0.021,15.0,5000.0,Free,0.0,Everyone,Arcade,"May 28, 2018",0.1,4.1 and up
5790,Vikings Stickman Axe Fighting,GAME,4.2,0.924,43.0,100000.0,Free,0.0,Everyone,Arcade,"October 21, 2017",1.5.2,3.0 and up
5794,Axetatic - Axe Throwing Game,GAME,4.6,0.029,31.0,1000.0,Free,0.0,Everyone 10+,Arcade,"October 22, 2017",1.3.3,4.2 and up
5795,Axe Champs! Wars,GAME,5.0,0.008,25.0,50.0,Free,0.0,Everyone,Arcade,"June 26, 2018",1.1,4.1 and up
5797,Axe Knight,GAME,4.5,0.052,33.0,5000.0,Free,0.0,Everyone,Action,"June 26, 2018",1.0.5,4.1 and up
5799,Axxess AX-DSP,TOOLS,3.5,0.017,7.4,5000.0,Free,0.0,Everyone,Tools,"June 4, 2018",3_1,4.4 and up
5801,Axxess Updater,TOOLS,3.9,0.056,2.3,10000.0,Free,0.0,Everyone,Tools,"December 19, 2016",1.3.2,3.1 and up
5802,The Vikings,GAME,4.4,15.806,42.0,1000000.0,Free,0.0,Teen,Arcade,"June 6, 2018",1.0.7,4.1 and up
5803,Axe Spinner,FAMILY,3.0,0.002,,10.0,Free,0.0,Everyone,Casual,"January 4, 2018",1.0.0,4.1 and up
5805,Knife&Axe Throwing,GAME,3.1,0.44,9.1,50000.0,Free,0.0,Everyone,Arcade,"November 26, 2012",1.0.6,2.1 and up
5806,Stickman and Axe,GAME,4.4,0.069,2.8,50000.0,Free,0.0,Teen,Action,"November 25, 2017",1.0,4.0.3 and up
